The Godfather,The Snowman
Changeling,Pride & Prejudice
Inception,Tomorrowland
Exposed,Misconduct
Ride Along 2,Intouchables
Spectre,Warrior
Mother's Day,Joy
Lady Bird,Loft
Gladiator,The Revenant
Nerve,21
Ride Along 2,Trainwreck
Burnt,Sand Castle
Grimsby,Tomb Raider
The Wizard of Lies,The Circle
The Silence of the Lambs,The Notebook
Exposed,Snowden
Joy,Phantom Thread
Gone Girl,Urge
Catch Me If You Can,Her
Wind River,Miss Sloane
Furious 7,Requiem for a Dream
Allegiant,Suicide Squad
Wind River,Darkest Hour
Ride Along 2,Criminal
Perfetti sconosciuti,Nocturnal Animals
Lady Bird,Shutter Island
How to Be Single,Burnt
The Godfather,The Pianist
Going in Style,Wild Card
Ocean's 8,The Layover
La dolce vita,The Beguiled
The Big Lebowski,Dancer in the Dark
Battle of the Sexes,Disconnect
The Disaster Artist,Elle
Allied,Victor Frankenstein
Magic Mike,Arrival
The Nice Guys,John Wick
The Shawshank Redemption,Me Before You
The Bank Job,Saw V
Revolutionary Road,Genius
Free State of Jones,The Curious Case of Benjamin Button
The Godfather,Julieta
Wild Card,Arrival
Masterminds,Focus
The Godfather,Chronicle
Imperium,Victor Frankenstein
The Martian,Miss Peregrine's Home for Peculiar Children
Ex Machina,Hidden Figures
Un homme à la hauteur,The Layover
Chronicle,Black Mirror: White Christmas
Imperium,Passengers
Shutter Island,Thelma
Dark Crimes,Jigsaw
The Infiltrator,The Pianist
The Big Lebowski,Catch Me If You Can
Bad Moms,Un homme à la hauteur
Nocturnal Animals,The Danish Girl
Saw V,Split
Requiem for a Dream,The Infiltrator
Baby Driver,Despicable Me 3
The Girl on the Train,Titanic
Miss Sloane,Loft
John Wick,This Means War
Miss Peregrine's Home for Peculiar Children,Gone Girl
Victoria,Trainwreck
Murder on the Orient Express,Knock Knock
The Girl on the Train,Hachi: A Dog's Tale
Léon,Nocturnal Animals
The Lobster,Loft
The Martian,Revolutionary Road
The Disaster Artist,Revolutionary Road
Flatliners,The Notebook
Kill Bill: Vol. 1,Gladiator
The Curious Case of Benjamin Button,Denial
Dead Poets Society,A Beautiful Mind
The Wizard of Lies,Shutter Island
Nocturnal Animals,The Perks of Being a Wallflower
Shutter Island,Denial
The Truman Show,Darkest Hour
Inferno,Revolutionary Road
Saw V,The Forest
Mechanic: Resurrection,Snowden
Burnt,The Circle
La La Land,Bridge of Spies
Dancer in the Dark,Me Before You
Forrest Gump,The Intern
LOL,Phantom Thread
Warrior,Misconduct
Run All Night,Snowden
The Disaster Artist,Loft
The Twilight Saga: Breaking Dawn - Part 2,Misconduct
Baby Driver,Legend
Braveheart,A Kind of Murder
Mechanic: Resurrection,Wind River
Dunkirk,Inception
Warcraft,The Mountain Between Us
Battle of the Sexes,Victor Frankenstein
Miss Peregrine's Home for Peculiar Children,The Notebook
21,Black Mirror: White Christmas
Inception,Ocean's 8
Gladiator,Tomorrowland
The Wolf of Wall Street,Man on Wire
Why Him?,Ted
The Silence of the Lambs,Inferno
The Shawshank Redemption,Arrival
Run All Night,Spectre
Disconnect,Bridge of Spies
The Revenant,The Light Between Oceans
The Infiltrator,Hidden Figures
The Twilight Saga: Breaking Dawn - Part 2,The Imitation Game
The Fate of the Furious,Pirates of the Caribbean: Dead Men Tell No Tales
Exposed,Man on Wire
Schindler's List,Indignation
Interstellar,Elle
Assassin's Creed,Kingsman: The Golden Circle
Exposed,La ragazza nella nebbia
The Snowman,The Age of Adaline
Masterminds,John Carter
The Revenant,Denial
Battle of the Sexes,Grave
The Martian,Alone in Berlin
The Curious Case of Benjamin Button,Elle
Deadpool,The Bourne Identity
Un moment d'égarement,The Prestige
The Prestige,The Light Between Oceans
Blackhat,The Circle
Hitman: Agent 47,Changeling
Mike and Dave Need Wedding Dates,Magic Mike
Exposed,Nocturnal Animals
About Time,Titanic
Perfetti sconosciuti,The Shape of Water
Disconnect,Jagten
About Time,Dark Shadows
Forrest Gump,Nocturnal Animals
Battle of the Sexes,The Beguiled
Léon,Denial
Sherlock: The Abominable Bride,The Whole Truth
Shutter Island,Sand Castle
Hitman: Agent 47,Grimsby
Imperium,Personal Shopper
Blackhat,Sand Castle
Miss Peregrine's Home for Peculiar Children,The Theory of Everything
Suicide Squad,Warcraft
Masterminds,Tomb Raider
Joy,Ex Machina
Fifty Shades of Grey,The Prestige
The Truman Show,The Circle
Nerve,Wild Card
La dolce vita,Doubt
The Infiltrator,12 Years a Slave
Demolition,Gone Girl
Changeling,Sherlock: The Final Problem
The Martian,Sully
Catch Me If You Can,Chronicle
Braveheart,Death Race
Murder on the Orient Express,Fifty Shades of Grey
Dunkirk,Denial
Baby Driver,Solace
About Time,Hidden Figures
Intouchables,Le Fabuleux Destin d'Amélie Poulain
Changeling,The Age of Adaline
The Nice Guys,Burnt
Battle of the Sexes,Gone Girl
Snowden,The Pianist
The Forest,Urge
21,Bridge of Spies
Suburbicon,Shutter Island
The Shawshank Redemption,Flatliners
The Twilight Saga: Breaking Dawn - Part 2,The Light Between Oceans
Léon,Hidden Figures
Indignation,Thelma
21,The Notebook
Inferno,Memento
Dark Crimes,Transporter 3
Joy,Nocturnal Animals
Kill Bill: Vol. 1,Suburbicon
The Lion King,Black Mirror: White Christmas
Baywatch,Ted
The Escort,Hidden Figures
The Shawshank Redemption,The Age of Adaline
The Martian,Chronicle
It,Fifty Shades Darker
Warrior,Flatliners
The Infiltrator,The Circle
Lady Bird,Pride & Prejudice
Se7en,Memento
Transporter 3,Nerve
The Snowman,The Whole Truth
Sully,Nocturnal Animals
Masterminds,The Big Lebowski
Insurgent,The Hunger Games: Mockingjay - Part 2
Trainwreck,Ted
Lucy,Mission: Impossible - Rogue Nation
Project X,The Truman Show
Dead Poets Society,12 Years a Slave
Focus,Un moment d'égarement
The Purge: Election Year,The Neon Demon
Elle,Julieta
Schindler's List,The Imitation Game
Battle of the Sexes,The Notebook
Braveheart,Misconduct
Grimsby,Mother's Day
Il gattopardo,12 Years a Slave
The Lion King,Darkest Hour
Titanic,The Whole Truth
Battle of the Sexes,Bridge of Spies
Requiem for a Dream,Elle
Miss Peregrine's Home for Peculiar Children,Nerve
Lady Bird,Ex Machina
Trainwreck,How to Be Single
The Lion King,The Theory of Everything
John Wick: Chapter 2,Requiem for a Dream
The Girl on the Train,Black Mirror: White Christmas
Ex Machina,Spotlight
Marley & Me,The Hangover
Ex Machina,Inferno
About Time,The Theory of Everything
Wind River,Fifty Shades Freed
The Fate of the Furious,Death Race
Furious 7,The Silence of the Lambs
Un moment d'égarement,Knock Knock
Perfetti sconosciuti,A Beautiful Mind
Requiem for a Dream,The Greatest Showman
Mad Max: Fury Road,Assassin's Creed
Now You See Me 2,Pirates of the Caribbean: Dead Men Tell No Tales
Logan,It
Transporter 3,Kingsman: The Golden Circle
Jackie,Gone Girl
Suburbicon,Fifty Shades Darker
Lady Bird,Collateral Beauty
The Twilight Saga: Breaking Dawn - Part 2,Fifty Shades Darker
John Carter,Quantum of Solace
The Mountain Between Us,A Kind of Murder
How to Be Single,The Lobster
The Bank Job,Ex Machina
Ride Along 2,Perfetti sconosciuti
Inferno,The Danish Girl
Braveheart,Gone Girl
Indignation,The Curious Case of Benjamin Button
Allied,A Beautiful Mind
The Big Lebowski,Wild Card
Ride Along 2,Lady Bird
Imperium,It
Exposed,The Age of Adaline
Passengers,Arrival
La dolce vita,Me Before You
The Wizard of Lies,Se7en
Dancer in the Dark,The Notebook
Unforgettable,Sully
Baywatch,Lady Bird
The Bank Job,Elle
Spectre,Insurgent
The Wolf of Wall Street,Snowden
Snowden,Sherlock: The Abominable Bride
John Wick: Chapter 2,Suicide Squad
Lucy,Death Race
Intouchables,A Beautiful Mind
The Snowman,Fifty Shades of Grey
The Escort,The Intern
The Godfather,Fifty Shades Freed
Un moment d'égarement,Genius
Criminal,Insurgent
Spotlight,The Pianist
The Infiltrator,Shutter Island
The Big Lebowski,Bad Moms
Le Fabuleux Destin d'Amélie Poulain,The Big Lebowski
Dunkirk,Personal Shopper
Intouchables,Unforgettable
The Girl on the Train,The Shape of Water
Man on Wire,Solace
The Bourne Identity,Loft
Interstellar,Sully
Forrest Gump,Grave
The Snowman,Sand Castle
Imperium,Shutter Island
Passengers,The Imitation Game
Burnt,Unforgettable
The Shawshank Redemption,Sully
Un moment d'égarement,The Duchess
Project X,Dancer in the Dark
Furious 7,The Purge: Election Year
The Revenant,Knock Knock
La La Land,Thelma
Allied,Wonder Woman
The Escort,Eternal Sunshine of the Spotless Mind
Lady Bird,The Pianist
The Transporter Refueled,Se7en
Despicable Me 3,Inception
Assassin's Creed,Captain Fantastic
Demolition,Disconnect
Braveheart,Grave
The Prestige,Thelma
Requiem for a Dream,Pride & Prejudice
Captain Fantastic,Victoria
The Transporter Refueled,The Godfather
The Infiltrator,The Prestige
Free State of Jones,Thelma
Kill Bill: Vol. 1,The Shawshank Redemption
The Infiltrator,Victoria
LOL,Bridge of Spies
Tomb Raider,Interstellar
Warrior,Ex Machina
The Silence of the Lambs,Changeling
Snowden,Pride & Prejudice
Burnt,Me Before You
Dancer in the Dark,Se7en
Iron Man,Kingsman: The Golden Circle
Logan,Free State of Jones
Jackie,Titanic
Million Dollar Baby,Spotlight
Blackhat,Inferno
Battle of the Sexes,Demolition
Catch Me If You Can,Shutter Island
Dancer in the Dark,Knock Knock
The Disaster Artist,Phantom Thread
Requiem for a Dream,12 Years a Slave
Misconduct,The Pianist
A Hologram for the King,Focus
Pirates of the Caribbean: Dead Men Tell No Tales,Captain Fantastic
The Wolf of Wall Street,Battle of the Sexes
A Kind of Murder,Arrival
The Twilight Saga: Breaking Dawn - Part 2,The Notebook
Phantom Thread,Schindler's List
A Hologram for the King,Arrival
Dunkirk,The Nice Guys
Lady Bird,LOL
The Circle,Dead Poets Society
Battle of the Sexes,Trainwreck
The Disaster Artist,The Killing of a Sacred Deer
Knock Knock,Passengers
King Arthur: Legend of the Sword,Jason Bourne
Sherlock: The Abominable Bride,The Duchess
Demolition,Me Before You
Wind River,Sully
Forrest Gump,The Shape of Water
Disconnect,Nocturnal Animals
Allied,Alone in Berlin
The Martian,Keith
Suburbicon,It
John Wick: Chapter 2,The Bourne Legacy
The Infiltrator,Pride & Prejudice
Jackie,Newness
About Time,Passengers
The Mountain Between Us,The Light Between Oceans
Focus,Se7en
Victoria,Phantom Thread
Iron Man,Nerve
The Disaster Artist,Misconduct
La dolce vita,Misconduct
King Arthur: Legend of the Sword,Ride Along 2
Allegiant,Fantastic Beasts and Where to Find Them
The Twilight Saga: Breaking Dawn - Part 2,The Whole Truth
Miss Peregrine's Home for Peculiar Children,The Duchess
Taken 2,Baby Driver
Logan,A Beautiful Mind
Wind River,Julieta
Changeling,Darkest Hour
Lady Bird,Forrest Gump
Taken,Pirates of the Caribbean: Dead Men Tell No Tales
Changeling,Personal Shopper
Dunkirk,Deadpool
King Arthur: Legend of the Sword,The Imitation Game
The Girl on the Train,Revolutionary Road
Hotel Transylvania,Le Fabuleux Destin d'Amélie Poulain
Wild Card,Grave
The Twilight Saga: Breaking Dawn - Part 2,Gone Girl
Baywatch,Un homme à la hauteur
Sherlock: The Abominable Bride,Darkest Hour
Thelma,Memento
Perfetti sconosciuti,Genius
The Truman Show,Me Before You
Perfetti sconosciuti,Keith
Joy,Schindler's List
The Godfather,Hidden Figures
Free State of Jones,The Sixth Sense
Interstellar,Ex Machina
The Big Lebowski,The Silence of the Lambs
Dead Poets Society,The Notebook
Criminal,The Girl on the Train
Lady Bird,It
Allied,Titanic
Wonder Woman,Harry Potter and the Deathly Hallows: Part 2
Braveheart,Disconnect
Snowden,Alone in Berlin
Interstellar,Knock Knock
Sully,Personal Shopper
Wild Card,The Theory of Everything
Indignation,The Beguiled
The Killing of a Sacred Deer,Julieta
Jackie,Knock Knock
Intouchables,The Beguiled
Grimsby,Demolition
Ride Along 2,Demolition
Intouchables,Titanic
Interstellar,Pride & Prejudice
Hitman: Agent 47,The Wizard of Lies
Demolition,Fifty Shades of Grey
Kingsman: The Golden Circle,The Revenant
Blackhat,Bridge of Spies
The Martian,Personal Shopper
The Godfather,The Beguiled
Snowden,Miss Sloane
The Wizard of Lies,Arrival
Hidden Figures,The Killing of a Sacred Deer
The Shawshank Redemption,Grave
Ex Machina,The Duchess
The Greatest Showman,The Danish Girl
Baywatch,The Disaster Artist
The Light Between Oceans,Misconduct
Warrior,Miss Sloane
Keith,Concussion
Blackhat,Fifty Shades Darker
The Lobster,Spotlight
Mission: Impossible - Rogue Nation,Captain Fantastic
Victoria,Elle
Personal Shopper,Disconnect
Miss Peregrine's Home for Peculiar Children,Doubt
Victoria,Darkest Hour
Mechanic: Resurrection,Catch Me If You Can
Dancer in the Dark,Disconnect
The Revenant,Flatliners
John Wick,Jason Bourne
Miss Peregrine's Home for Peculiar Children,Passengers
The Lion King,The Greatest Showman
Spy,Un homme à la hauteur
Ocean's 8,War Dogs
Magic Mike,Flatliners
Se7en,Man on Wire
The Imitation Game,Flatliners
Demolition,Dark Shadows
The Snowman,Personal Shopper
Wild Card,Flatliners
John Wick: Chapter 2,The Silence of the Lambs
Gone Girl,Unforgettable
The Disaster Artist,The Imitation Game
Hitman: Agent 47,The Girl on the Train
The Wolf of Wall Street,Catch Me If You Can
Criminal,King Arthur: Legend of the Sword
The Girl on the Train,Suburbicon
Mother's Day,Denial
Logan,Elle
The Twilight Saga: Breaking Dawn - Part 2,Revolutionary Road
The Transporter Refueled,Sherlock: The Abominable Bride
21,Passengers
Bridge of Spies,The Beguiled
Pride & Prejudice,Inferno
The Lobster,Newness
Despicable Me 3,The Transporter Refueled
Logan,Fifty Shades Darker
Dancer in the Dark,It
Mad Max: Fury Road,The Revenant
21,Fifty Shades of Grey
Changeling,Denial
A Kind of Murder,The Whole Truth
Criminal,The Wizard of Lies
Dunkirk,Unforgettable
Casino Royale,Furious 7
The Shawshank Redemption,Titanic
Nerve,Imperium
Sherlock: The Abominable Bride,Fifty Shades Freed
Miss Peregrine's Home for Peculiar Children,The Circle
The Duchess,Grave
Taken 2,Wild Card
Allied,Misconduct
Exposed,Shutter Island
Free State of Jones,The Age of Adaline
Allied,Arrival
The Shawshank Redemption,Hachi: A Dog's Tale
LOL,Her
Un moment d'égarement,Chronicle
Quantum of Solace,The Mountain Between Us
Dark Crimes,Free State of Jones
The Revenant,The Prestige
The Infiltrator,The Snowman
Doubt,The Light Between Oceans
The Truman Show,The Whole Truth
Ocean's 8,About Time
The Lion King,The Curious Case of Benjamin Button
Deadpool,John Wick
This Means War,Un moment d'égarement
Ted,War Dogs
Demolition,The Imitation Game
The Pianist,Personal Shopper
Snowden,The Greatest Showman
The Age of Adaline,Indignation
Dunkirk,Passengers
Baby Driver,The Bank Job
Project X,Wild Card
Newness,The Duchess
Free State of Jones,The Imitation Game
Burnt,Gone Girl
Insurgent,The Revenant
Iron Man,Interstellar
Lady Bird,A Beautiful Mind
The Duchess,Victor Frankenstein
The Bourne Identity,Victor Frankenstein
A Hologram for the King,Sully
The Twilight Saga: Breaking Dawn - Part 2,Disconnect
Knock Knock,Alone in Berlin
Dancer in the Dark,Spotlight
The Truman Show,Sully
Demolition,Passengers
The Disaster Artist,Black Mirror: White Christmas
Dunkirk,Sully
Bridge of Spies,Gone Girl
Imperium,A Kind of Murder
Personal Shopper,Keith
Ted,Beauty and the Beast
The Whole Truth,Passengers
Bridge of Spies,Black Mirror: White Christmas
The Man from U.N.C.L.E.,The Bourne Identity
The Big Lebowski,Solace
Catch Me If You Can,Collateral Beauty
John Wick: Chapter 2,Suburbicon
The Shape of Water,Fight Club
John Carter,The Martian
The Twilight Saga: Breaking Dawn - Part 2,Sand Castle
Catch Me If You Can,Fifty Shades Freed
Skyfall,The Martian
Deadpool,Atomic Blonde
Burnt,The Notebook
The Whole Truth,Indignation
About Time,Revolutionary Road
John Wick: Chapter 2,Imperium
King Arthur: Legend of the Sword,Hachi: A Dog's Tale
The Lion King,Alone in Berlin
Burnt,Bridge of Spies
It,Genius
Magic Mike,It
La La Land,Ex Machina
A Hologram for the King,Genius
Baywatch,Magic Mike
The Transporter Refueled,Requiem for a Dream
21,Me Before You
The Twilight Saga: Breaking Dawn - Part 2,The Killing of a Sacred Deer
The Twilight Saga: Breaking Dawn - Part 2,The Curious Case of Benjamin Button
Inception,Nerve
Phantom Thread,The Curious Case of Benjamin Button
21,Flatliners
Personal Shopper,Gone Girl
Chronicle,The Greatest Showman
LOL,The Killing of a Sacred Deer
Genius,Sherlock: The Final Problem
The Mountain Between Us,The Duchess
Wild Card,Denial
Taken 2,La ragazza nella nebbia
Sherlock: The Abominable Bride,The Age of Adaline
Kingsman: The Golden Circle,Gladiator
About Time,Fifty Shades of Grey
Battle of the Sexes,Dark Shadows
The Snowman,Arrival
Fifty Shades Freed,Newness
This Means War,What Happens in Vegas
John Wick: Chapter 2,The Snowman
About Time,The Sixth Sense
The Bourne Identity,The Sixth Sense
Flatliners,The Shape of Water
Personal Shopper,Jagten
Focus,Solace
Mother's Day,Miss Sloane
Forrest Gump,Collateral Beauty
About Time,Alone in Berlin
Furious 7,Murder on the Orient Express
Run All Night,Solace
La La Land,Black Mirror: White Christmas
Forrest Gump,Keith
Magic Mike,Why Him?
The Martian,Titanic
The Hunger Games: Mockingjay - Part 2,Tomorrowland
Victoria,Flatliners
LOL,A Beautiful Mind
The Layover,Lady Bird
The Revenant,Schindler's List
Wind River,Chronicle
Perfetti sconosciuti,Black Mirror: White Christmas
The Revenant,Sand Castle
War Dogs,La ragazza nella nebbia
Disconnect,Alone in Berlin
Allied,Nocturnal Animals
Casino Royale,Interstellar
The Silence of the Lambs,Bridge of Spies
The Shawshank Redemption,The Sixth Sense
Captain Fantastic,Going in Style
Focus,The Bank Job
The Godfather,Thelma
Gladiator,John Wick: Chapter 2
Free State of Jones,Fifty Shades of Grey
Masterminds,Dark Shadows
Lady Bird,The Prestige
The Martian,Fifty Shades Darker
Insurgent,Interstellar
Taken 2,The Wizard of Lies
Titanic,Darkest Hour
The Twilight Saga: Breaking Dawn - Part 2,Spotlight
Battle of the Sexes,The Theory of Everything
Mother's Day,Nocturnal Animals
Warrior,Spotlight
Masterminds,Wonder Woman
The Snowman,The Greatest Showman
Transporter 3,The Mummy
Focus,How to Be Single
The Wizard of Lies,Julieta
Fifty Shades of Grey,Doubt
This Means War,How to Be Single
Spy,About Time
Baby Driver,Snowden
Miss Peregrine's Home for Peculiar Children,Chronicle
King Arthur: Legend of the Sword,Hidden Figures
The Escort,Spotlight
21,Denial
Changeling,Fifty Shades of Grey
Murder on the Orient Express,The Theory of Everything
The Disaster Artist,Inferno
Ex Machina,Jackie
Suburbicon,The Prestige
The Revenant,Miss Sloane
La La Land,Flatliners
Interstellar,Captain Fantastic
The Lobster,Revolutionary Road
The Infiltrator,Keith
Spectre,Logan
Sherlock: The Abominable Bride,Sherlock: The Final Problem
The Disaster Artist,Julieta
Revolutionary Road,Million Dollar Baby
Joy,Thelma
The Silence of the Lambs,Loft
Hancock,Logan
About Time,Flatliners
Victoria,Arrival
Masterminds,Mother's Day
Wind River,It
Baby Driver,Léon
About Time,Knock Knock
Forrest Gump,Unforgettable
Baywatch,Going in Style
The Transporter Refueled,Blackhat
Skyfall,Hitman: Agent 47
The Man from U.N.C.L.E.,Skyfall
Assassin's Creed,The Purge: Election Year
Snowden,The Imitation Game
Captain Fantastic,Mother's Day
Warrior,The Duchess
The Sixth Sense,Blade Runner 2049
Focus,Forrest Gump
Forrest Gump,Miss Sloane
Despicable Me 3,Deadpool 2
This Means War,LOL
The Prestige,Loft
Suicide Squad,Baywatch
Suburbicon,The Greatest Showman
The Age of Adaline,Black Mirror: White Christmas
Going in Style,The Girl on the Train
Thelma,Schindler's List
The Danish Girl,Black Mirror: White Christmas
Il gattopardo,Nocturnal Animals
Taken 2,Wind River
La La Land,Hidden Figures
The Curious Case of Benjamin Button,Spotlight
Miss Peregrine's Home for Peculiar Children,Bridge of Spies
Catch Me If You Can,The Notebook
Baywatch,About Time
Burnt,Personal Shopper
Exposed,Schindler's List
Murder on the Orient Express,Hidden Figures
The Snowman,Hachi: A Dog's Tale
Taken 2,Léon
Transporter 3,Miss Peregrine's Home for Peculiar Children
The Lion King,Eternal Sunshine of the Spotless Mind
Denial,Knock Knock
The Snowman,Denial
Snowden,Unforgettable
The Girl on the Train,Spotlight
Suburbicon,Grave
Imperium,Eternal Sunshine of the Spotless Mind
Warcraft,The Revenant
Dunkirk,Knock Knock
The Escort,Nocturnal Animals
Gone Girl,Misconduct
Wind River,Unforgettable
Sherlock: The Abominable Bride,Me Before You
Mechanic: Resurrection,Kill Bill: Vol. 1
The Mummy,Criminal
The Danish Girl,Victor Frankenstein
The Disaster Artist,Eternal Sunshine of the Spotless Mind
The Escort,Perfetti sconosciuti
Spotlight,Passengers
The Godfather,The Shape of Water
The Wizard of Lies,Phantom Thread
Perfetti sconosciuti,Her
Magic Mike,Passengers
The Martian,Eternal Sunshine of the Spotless Mind
Allied,Loft
The Martian,Ex Machina
The Bank Job,Fifty Shades Freed
The Infiltrator,Her
Perfetti sconosciuti,The Whole Truth
Joy,The Sixth Sense
Captain Fantastic,Battle of the Sexes
Mad Max: Fury Road,Masterminds
About Time,Grave
La La Land,The Curious Case of Benjamin Button
Inception,The 5th Wave
The Truman Show,Victor Frankenstein
Free State of Jones,Gone Girl
Kill Bill: Vol. 1,Jigsaw
Allied,Phantom Thread
A Hologram for the King,Personal Shopper
Logan,Pride & Prejudice
Gladiator,Casino Royale
Insurgent,The Martian
Sherlock: The Abominable Bride,Personal Shopper
Schindler's List,Jagten
Ocean's 8,Forrest Gump
The Wolf of Wall Street,The Silence of the Lambs
Grimsby,Forrest Gump
Miss Peregrine's Home for Peculiar Children,Black Mirror: White Christmas
Un moment d'égarement,The Theory of Everything
Furious 7,Run All Night
Nerve,Dancer in the Dark
Mother's Day,Unforgettable
The Godfather,The Light Between Oceans
Ride Along 2,Tomb Raider
Victoria,Pride & Prejudice
A Hologram for the King,Grave
It,Miss Sloane
Casino Royale,Ice Age
Spy,Baby Driver
Un moment d'égarement,Grave
Black Mirror: White Christmas,Victor Frankenstein
Demolition,Bridge of Spies
The Bank Job,The Infiltrator
21,Miss Sloane
Gone Girl,Dead Poets Society
The Infiltrator,Knock Knock
Free State of Jones,Bridge of Spies
Dark Shadows,Dirty Grandpa
Gone Girl,Blade Runner 2049
Furious 7,The Infiltrator
The Wolf of Wall Street,Legend
King Arthur: Legend of the Sword,Shutter Island
The Dictator,The Escort
Loft,Hidden Figures
Run All Night,21
LOL,Victor Frankenstein
Warrior,Sully
Pride & Prejudice,Spotlight
Burnt,Passengers
Intouchables,Grave
LOL,Hachi: A Dog's Tale
Free State of Jones,Hachi: A Dog's Tale
Dancer in the Dark,The Imitation Game
Kill Bill: Vol. 1,The Godfather
Victoria,Genius
Interstellar,The Notebook
Hitman: Agent 47,Run All Night
Intouchables,Hidden Figures
Free State of Jones,Titanic
21,Chronicle
Suburbicon,Alone in Berlin
The Girl on the Train,The Imitation Game
Masterminds,Marley & Me
The Nice Guys,The Wolf of Wall Street
La ragazza nella nebbia,Memento
The Escort,Disconnect
Kill Bill: Vol. 1,The Girl on the Train
The Infiltrator,Miss Sloane
The Transporter Refueled,Man on Wire
Transporter 3,The Hunger Games
Burnt,Newness
Battle of the Sexes,La dolce vita
Neighbors 2: Sorority Rising,Marley & Me
The Hunger Games: Mockingjay - Part 2,The Transporter Refueled
Now You See Me 2,The Martian
Logan,Genius
King Arthur: Legend of the Sword,Alone in Berlin
Blackhat,Keith
Despicable Me 3,The Lion King
Lucy,Mechanic: Resurrection
Murder on the Orient Express,Shutter Island
Burnt,The Light Between Oceans
Battle of the Sexes,Schindler's List
LOL,Elle
Taken 2,Victoria
Masterminds,Perfetti sconosciuti
The Godfather,Ex Machina
Dunkirk,Misconduct
Mission: Impossible - Rogue Nation,Miss Peregrine's Home for Peculiar Children
Mission: Impossible - Rogue Nation,Braveheart
Catch Me If You Can,Revolutionary Road
Focus,Wind River
The Infiltrator,Alone in Berlin
Wild Card,Disconnect
Assassin's Creed,The Revenant
Catch Me If You Can,Disconnect
Snowden,Ex Machina
Victoria,Keith
The Lobster,Hidden Figures
The Godfather,Knock Knock
Suicide Squad,Quantum of Solace
The Beguiled,The Greatest Showman
Warrior,Doubt
Joy,Passengers
The Revenant,Gone Girl
The Lobster,Sand Castle
The Mummy,The 5th Wave
The Truman Show,How to Be Single
LOL,Sherlock: The Final Problem
Lady Bird,Misconduct
Free State of Jones,Disconnect
Wind River,The Notebook
The Hunger Games: Mockingjay - Part 2,The Hunger Games
Hancock,Jason Bourne
Mad Max: Fury Road,Quantum of Solace
Taken 2,The Bank Job
The Godfather,Pride & Prejudice
Braveheart,Ex Machina
La dolce vita,Titanic
The Sixth Sense,Darkest Hour
The Mountain Between Us,Hachi: A Dog's Tale
21,The Whole Truth
About Time,Loft
Me Before You,Pride & Prejudice
The Twilight Saga: Breaking Dawn - Part 2,Alone in Berlin
The Silence of the Lambs,The Imitation Game
Focus,Sherlock: The Abominable Bride
The Truman Show,Ted
The Snowman,A Kind of Murder
Perfetti sconosciuti,Thelma
The Disaster Artist,The Dictator
The Infiltrator,The Shape of Water
Murder on the Orient Express,Thelma
Nocturnal Animals,The Age of Adaline
Intouchables,Nocturnal Animals
The Truman Show,The Light Between Oceans
The Twilight Saga: Breaking Dawn - Part 2,Julieta
Ride Along 2,The Wolf of Wall Street
Snowden,The Whole Truth
Sherlock: The Abominable Bride,The Greatest Showman
Il gattopardo,Elle
Newness,Titanic
The Infiltrator,Revolutionary Road
Exposed,Titanic
The Transporter Refueled,Dancer in the Dark
Nerve,The Bank Job
Suburbicon,Changeling
Focus,Demolition
Demolition,Titanic
Allied,The Killing of a Sacred Deer
The Wolf of Wall Street,Wild Card
The Mountain Between Us,The Whole Truth
Furious 7,Baywatch
This Means War,La La Land
Burnt,Thelma
The Martian,The Pianist
Hidden Figures,The Light Between Oceans
Magic Mike,Denial
The Truman Show,The Theory of Everything
Run All Night,Léon
The Lion King,Misconduct
The Bank Job,Chronicle
Tomorrowland,Urge
Baby Driver,Blackhat
Darkest Hour,The Circle
Sully,Eternal Sunshine of the Spotless Mind
Fifty Shades of Grey,Denial
A Hologram for the King,Fifty Shades Darker
The Bourne Identity,Mechanic: Resurrection
The Lobster,Hachi: A Dog's Tale
Perfetti sconosciuti,Shutter Island
The Man from U.N.C.L.E.,Harry Potter and the Deathly Hallows: Part 2
The Curious Case of Benjamin Button,The Age of Adaline
Sully,A Beautiful Mind
Wild Card,Loft
King Arthur: Legend of the Sword,Genius
The Truman Show,Revolutionary Road
Assassin's Creed,Tomorrowland
The Escort,Gone Girl
Blackhat,Newness
Taken 2,Spectre
Blackhat,Flatliners
Disconnect,Misconduct
Un moment d'égarement,Passengers
Furious 7,Sherlock: The Abominable Bride
Changeling,Her
Project X,Legend
Blackhat,Thelma
Un moment d'égarement,Victor Frankenstein
Magic Mike,The Killing of a Sacred Deer
Focus,Saw V
The Beguiled,Knock Knock
The Lobster,Nocturnal Animals
Braveheart,Sully
Blackhat,Darkest Hour
Forrest Gump,Ex Machina
Dunkirk,The Curious Case of Benjamin Button
21,The Circle
Requiem for a Dream,Knock Knock
The Bourne Identity,The Notebook
Deadpool,Interstellar
Interstellar,Disconnect
Allied,The Greatest Showman
The Bourne Identity,Bridge of Spies
Blackhat,12 Years a Slave
Inferno,Self/less
Hitman: Agent 47,Jigsaw
Bad Moms,Neighbors 2: Sorority Rising
The Truman Show,Thelma
Spy,Un moment d'égarement
Snowden,Hachi: A Dog's Tale
Blackhat,Unforgettable
Spectre,Tomorrowland
Baby Driver,Catch Me If You Can
The Prestige,The Shape of Water
The Bank Job,Fifty Shades of Grey
The Escort,The Notebook
